partner_id,lender_name,loan_theme_type,country,region,number_of_loans,loaned_amount_for_theme_region_combo
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh city, Don Penh district",1,1725
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh city, Meanchey district",6,8475
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh, 7 Makara district",1,1275
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh, Chba Ampov district",1,700
204,VisionFund Cambodia,General,Cambodia,"Phnom Penh, Chomkar Morn district",2,600
204,VisionFund Cambodia,General,Cambodia,"Phnom Penh, Dongkor District ",4,1000
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh, Dongkor District ",5,9500
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh, Russey Keo district",7,11600
204,VisionFund Cambodia,General,Cambodia,"Phnom Penh, Srey Santhor District",1,250
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh, Steung Meanchey district",11,14500
204,VisionFund Cambodia,Higher Education,Cambodia,"Phnom Penh, Toul Kork District",1,250
204,VisionFund Cambodia,Higher Education,Cambodia,"Pnom Penh, Ponhea Leur District",1,2000
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Preah Vihear Province, Chaeb District",2,375
204,VisionFund Cambodia,General,Cambodia,"Preah Vihear Province, Chaeb District",57,24475
204,VisionFund Cambodia,General,Cambodia,"Preah Vihear Province, Chaom Ksan District",100,50325
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Preah Vihear Province, Chaom Ksan District",5,2325
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Preah Vihear Province, Chaom Ksan District",4,1525
204,VisionFund Cambodia,General,Cambodia,"Preah Vihear Province, Chey Sen District",71,26225
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Preah Vihear Province, Chey Sen District",2,750
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Preah Vihear Province, Kulen District",2,225
204,VisionFund Cambodia,General,Cambodia,"Preah Vihear Province, Kulen District",134,58250
204,VisionFund Cambodia,Higher Education,Cambodia,"Preah Vihear Province, Ro Veang District",1,400
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Preah Vihear, Chorm Ksan district",5,1900
204,VisionFund Cambodia,General,Cambodia,"Preah Vihear, Chorm Ksan district",6,1825
204,VisionFund Cambodia,General,Cambodia,"Prey Veng Province, Kampong Trabek district",75,24975
204,VisionFund Cambodia,General,Cambodia,"Prey Veng Province, Pea Riang district",9,4250
204,VisionFund Cambodia,Higher Education,Cambodia,"Prey Veng Province, Peam Chhor District ",1,2000
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Prey Veng Province, Peam Chhor District ",2,900
204,VisionFund Cambodia,General,Cambodia,"Prey Veng Province, Peam Chhor District ",65,23300
204,VisionFund Cambodia,General,Cambodia,"Prey Veng Province, Peam Ror District",19,9025
204,VisionFund Cambodia,General,Cambodia,"Prey Veng Province, Prey Veng district",13,6475
204,VisionFund Cambodia,General,Cambodia,"Prey Veng Province, Sithor Kandal district",38,12975
204,VisionFund Cambodia,Higher Education,Cambodia,"Prey Veng Province, Sithor Kandal district",3,3500
204,VisionFund Cambodia,General,Cambodia,"Prey Veng province, Bar Phnom district",17,5400
204,VisionFund Cambodia,Higher Education,Cambodia,"Prey Veng province, Bar Phnom district",2,2725
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Prey Veng province, Kamchay Mear district",8,3950
204,VisionFund Cambodia,General,Cambodia,"Prey Veng province, Kamchay Mear district",9,4325
204,VisionFund Cambodia,General,Cambodia,"Prey Veng province, Kampong Leav district",28,9525
204,VisionFund Cambodia,General,Cambodia,"Prey Veng province, Kanh Chreach district",10,4500
204,VisionFund Cambodia,Higher Education,Cambodia,"Prey Veng province, Kanh Chreach district",1,475
204,VisionFund Cambodia,General,Cambodia,"Prey Veng province, Me sang district",3,575
204,VisionFund Cambodia,Higher Education,Cambodia,"Prey Veng province, Presh Sdach district",1,1975
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Prey Veng province, Presh Sdach district",9,4300
204,VisionFund Cambodia,General,Cambodia,"Prey Veng province, Presh Sdach district",27,18800
204,VisionFund Cambodia,General,Cambodia,"Pursat Province, Kandieng district",67,31100
204,VisionFund Cambodia,General,Cambodia,"Pursat Province, Kror Kor district",31,14450
204,VisionFund Cambodia,Startup,Cambodia,"Pursat Province, Kror Kor district",1,750
204,VisionFund Cambodia,General,Cambodia,"Pursat Province, Sampov Meas district",87,39675
204,VisionFund Cambodia,General,Cambodia,"Pursat Province, Vel Veng District",86,42125
204,VisionFund Cambodia,General,Cambodia,"Pursat province, Bakan district",137,63250
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Pursat province, Bakan district",3,1200
204,VisionFund Cambodia,General,Cambodia,"Pursat province, Phnom Kror Vanh district",59,22375
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Ratanak Kiri province, Andong Meas district",1,1000
204,VisionFund Cambodia,General,Cambodia,"Ratanak Kiri province, O Chum District",2,625
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Ratanak Kiri province, O Chum District",18,8475
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Ratanak Kiri province, O Ya dav district",16,8750
204,VisionFund Cambodia,Rural Inclusion,Cambodia,Ratanak kiri province. Vensai district,9,2350
204,VisionFund Cambodia,General,Cambodia,"Ratanakiri province, Borkeo district",1,750
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Ratanakiri province, Borkeo district",24,13125
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Ratanakiri province, Kon Mom district",15,6050
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Ratanakiri province, Lum Phat district",5,3250
204,VisionFund Cambodia,General,Cambodia,"Siem Reap Province, Banteay Srey Distrcit",11,3675
204,VisionFund Cambodia,General,Cambodia,"Siem Reap Province, Kror Lanh district",10,6575
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Siem Reap Province, Kror Lanh district",4,2450
204,VisionFund Cambodia,Higher Education,Cambodia,"Siem Reap Province, Pouk District",5,4800
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Siem Reap Province, Pouk District",3,1700
204,VisionFund Cambodia,General,Cambodia,"Siem Reap Province, Pouk District",64,32450
204,VisionFund Cambodia,General,Cambodia,"Siem Reap Province, Prasat Bakong district",48,14900
204,VisionFund Cambodia,Higher Education,Cambodia,"Siem Reap Province, Soni kom District",1,1200
204,VisionFund Cambodia,General,Cambodia,"Siem Reap Province, Srey Snom district",407,201325
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Siem Reap Province, Srey Snom district",4,1350
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Siem Reap Province, Srey Snom district",23,12350
204,VisionFund Cambodia,General,Cambodia,"Siem Reap district, Siem Reap province",44,17825
204,VisionFund Cambodia,Higher Education,Cambodia,"Siem Reap district, Siem Reap province",2,1000
204,VisionFund Cambodia,General,Cambodia,"Siem Reap province, Angkor Chum district",3,2025
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Siem Reap province, Angkor Chum district",5,2250
204,VisionFund Cambodia,General,Cambodia,"Siem Reap province, Angkor Thom district",35,10200
204,VisionFund Cambodia,General,Cambodia,"Siem Reap province, Chi Kreng district",25,12425
204,VisionFund Cambodia,Startup,Cambodia,"Siem Reap province, Chi Kreng district",3,1475
204,VisionFund Cambodia,General,Cambodia,"Siem Reap province, Prasat Bakorng district",16,5200
204,VisionFund Cambodia,Higher Education,Cambodia,"Siem Reap province, Svay Ler district",1,500
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Siem Reap province, Svay Ler district",20,9800
204,VisionFund Cambodia,General,Cambodia,"Siem Reap, Varin district",4,2625
204,VisionFund Cambodia,Solar Home Systems,Cambodia,"Siem Reap, Varin district",21,9450
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Steung Treng Province, Sesan district",2,750
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Steung Treng Province, Sieam Bouk District",15,7175
204,VisionFund Cambodia,General,Cambodia,"Steung Treng Province, Steung Treng District",2,650
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Steung Treng Province, Steung Treng District",10,3575
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Steung Treng Province, Thala Barivat District",60,24750
204,VisionFund Cambodia,General,Cambodia,"Svay Reang Province, Chantrea district",3,1050
204,VisionFund Cambodia,General,Cambodia,"Svay Reang Province, Kampong Ror district",2,700
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Svay Reang Province, Romdoul district",1,1000
204,VisionFund Cambodia,General,Cambodia,"Svay Reang Province, Romdoul district",42,19150
204,VisionFund Cambodia,General,Cambodia,"Svay Reang Province, Svay Chrom District",5,3000
204,VisionFund Cambodia,General,Cambodia,"Svay Reang Province, Svay Teab district",38,15650
204,VisionFund Cambodia,General,Cambodia,"Takeo Province, Bati District",45,17500
204,VisionFund Cambodia,General,Cambodia,"Takeo Province, Borey Cholsa District",1,625
204,VisionFund Cambodia,General,Cambodia,"Takeo Province, Doun Keo district",62,22700
204,VisionFund Cambodia,Higher Education,Cambodia,"Takeo Province, Doun Keo district",1,425
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Takeo Province, Kiri Vong District ",1,375
204,VisionFund Cambodia,General,Cambodia,"Takeo Province, Kiri Vong District ",21,9200
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Takeo Province,Samrong district",2,400
204,VisionFund Cambodia,General,Cambodia,"Takeo Province,Samrong district",5,1600
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Takeo Province,Trang District",1,500
204,VisionFund Cambodia,Startup,Cambodia,"Takeo Province,Trang District",1,250
204,VisionFund Cambodia,Higher Education,Cambodia,"Takeo Province,Trang District",6,7375
204,VisionFund Cambodia,General,Cambodia,"Takeo Province,Trang District",31,14025
204,VisionFund Cambodia,General,Cambodia,"Takeo province, Angkor Borey District",36,14375
204,VisionFund Cambodia,Startup,Cambodia,"Takeo province, Borey Chulsa district",3,1000
204,VisionFund Cambodia,General,Cambodia,"Takeo province, Borey Chulsa district",16,7050
204,VisionFund Cambodia,Higher Education,Cambodia,"Takeo province, Prey Kabas district",2,4200
204,VisionFund Cambodia,General,Cambodia,"Takeo province, Prey Kabas district",12,5150
204,VisionFund Cambodia,General,Cambodia,"Takeo province, Tram Kok district ",4,2375
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum District, Tbaung Khmum Province",247,107300
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Tbaung Khmum District, Tbaung Khmum Province",5,2400
204,VisionFund Cambodia,Higher Education,Cambodia,"Tbaung Khmum District, Tbaung Khmum Province",2,5550
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum Province, Dambae District",358,175725
204,VisionFund Cambodia,Higher Education,Cambodia,"Tbaung Khmum Province, Dambae District",1,1100
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Tbaung Khmum Province, Dambae District",35,17425
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum Province, Memot District",48,19925
204,VisionFund Cambodia,Higher Education,Cambodia,"Tbaung Khmum Province, Memot District",2,1950
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Tbaung Khmum Province, Ponhea Krek district",1,575
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Tbaung Khmum Province, Ponhea Krek district",2,1000
204,VisionFund Cambodia,Higher Education,Cambodia,"Tbaung Khmum Province, Ponhea Krek district",7,4400
204,VisionFund Cambodia,Startup,Cambodia,"Tbaung Khmum Province, Ponhea Krek district",2,750
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum Province, Ponhea Krek district",613,251650
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum Province, Soung district",2,850
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum province, Koh Sotin district",17,6500
204,VisionFund Cambodia,Rural Inclusion,Cambodia,"Tbaung Khmum province, Kroch Chhmar district",1,1025
204,VisionFund Cambodia,Water and Sanitation,Cambodia,"Tbaung Khmum province, Ou Reang Ov district",2,700
204,VisionFund Cambodia,General,Cambodia,"Tbaung Khmum province, Ou Reang Ov district",217,72175
204,VisionFund Cambodia,Higher Education,Cambodia,"Tbaung Khmum province, Ou Reang Ov district",1,1275
205,Al-Amal Microfinance Bank,Qard Hassan,Yemen,Aden,4,1475
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,Aden,8,4050
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,Aden,41,33350
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,Dhamar,84,28725
205,Al-Amal Microfinance Bank,Qard Hassan,Yemen,Dhamar,3,550
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,Dhamar,4,2825
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,Hadramout,1,1400
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,Haja,1,300
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,Haja,4,2450
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,Ibb,1,800
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,Ibb,40,16875
205,Al-Amal Microfinance Bank,Qard Hassan,Yemen,Ibb,6,800
205,Al-Amal Microfinance Bank,Qard Hassan,Yemen,Sana'a,1,175
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,Sana'a,62,35400
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,Sana'a,47,36675
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,Sana`a,1,825
205,Al-Amal Microfinance Bank,Clean Energy,Yemen,hodeidah,70,33775
205,Al-Amal Microfinance Bank,Conflict Zone,Yemen,hodeidah,15,11125
210,Zoona,Franchise Package,Malawi,Balaka,6,6250
210,Zoona,Mobile transactions - electronic float advance,Malawi,Balaka,3,1975
210,Zoona,Mobile Transactions,Malawi,Balaka,2,2650
210,Zoona,Mobile transactions - capital growth loan.,Malawi,Blantyre,2,800
210,Zoona,Franchise Package,Malawi,Blantyre,35,51150
210,Zoona,Mobile Transactions,Malawi,Blantyre,7,9150
210,Zoona,Mobile transactions - electronic float advance,Malawi,Blantyre,9,5975
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chadiza,1,1100
210,Zoona,Franchise Package,Zambia,Chadiza,1,775
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chama,1,1100
210,Zoona,Mobile Transactions,Zambia,Chambeshi,1,2325
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chibombo,1,525
210,Zoona,Mobile transactions - electronic float advance,Malawi,Chikwawa,2,1125
210,Zoona,Franchise Package,Malawi,Chikwawa,6,7025
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chililabombwe,1,575
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chingola,2,1100
210,Zoona,Franchise Package,Zambia,Chingola,2,2450
210,Zoona,Mobile Transactions,Zambia,Chingola,3,7475
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Chingola,1,1900
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Chipata,7,8550
210,Zoona,Mobile Transactions,Zambia,Chipata,12,30475
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chipata,14,10050
210,Zoona,Franchise Package,Zambia,Chipata,6,8875
210,Zoona,Mobile transactions - capital growth loan.,Malawi,Chiputula,1,1250
210,Zoona,Franchise Package,Malawi,Chiradzulu,2,1700
210,Zoona,Mobile transactions - electronic float advance,Malawi,Chiradzulu,2,1125
210,Zoona,Franchise Package,Zambia,Chirundu,1,650
210,Zoona,Mobile transactions - electronic float advance,Malawi,Chitipa,1,425
210,Zoona,Franchise Package,Malawi,Chitipa,2,3325
210,Zoona,Franchise Package,Zambia,Choma,1,600
210,Zoona,Mobile transactions - electronic float advance,Zambia,Choma,1,550
210,Zoona,Mobile Transactions,Zambia,Choma,5,8525
210,Zoona,Mobile Transactions,Zambia,Chongwe,1,2300
210,Zoona,Mobile transactions - electronic float advance,Zambia,Chongwe,1,575
210,Zoona,Franchise Package,Malawi,Dedza,2,2525
210,Zoona,Mobile transactions - electronic float advance,Malawi,Dedza,1,425
210,Zoona,Mobile transactions - electronic float advance,Malawi,Dowa,2,1525
210,Zoona,Mobile Transactions,Malawi,Dowa,1,425
210,Zoona,Mobile transactions - electronic float advance,Zambia,Ikelenge,1,575
210,Zoona,Mobile Transactions,Zambia,Itezhi-Tezhi,1,2825
210,Zoona,Mobile transactions - electronic float advance,Zambia,Kabwe,3,1950
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Kabwe,2,1100
210,Zoona,Mobile Transactions,Zambia,Kabwe,2,7100
210,Zoona,Mobile Transactions,Zambia,Kafue,1,2300
210,Zoona,Mobile transactions - electronic float advance,Zambia,Kalabo,1,575
210,Zoona,Franchise Package,Zambia,Kalomo,1,1150
210,Zoona,Mobile transactions - electronic float advance,Zambia,Kalumbila,1,550
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Kaoma,1,575
210,Zoona,Mobile transactions - electronic float advance,Zambia,Kapiri,1,575
210,Zoona,Franchise Package,Malawi,Karonga,4,5150
210,Zoona,Mobile transactions - electronic float advance,Malawi,Karonga,1,425
210,Zoona,Franchise Package,Malawi,Kasalika,1,850
210,Zoona,Franchise Package,Zambia,Kasama,1,1175
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Kasama,1,600
210,Zoona,Mobile transactions - electronic float advance,Malawi,Kasungu,7,3525
210,Zoona,Franchise Package,Malawi,Kasungu,4,4325
210,Zoona,Mobile Transactions,Zambia,Kitwe,9,21350
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Kitwe,2,2550
210,Zoona,Mobile transactions - electronic float advance,Zambia,Kitwe,6,3550
210,Zoona,Franchise Package,Zambia,Kitwe,1,1200
210,Zoona,Mobile Transactions,Malawi,Likoma Island,1,1775
210,Zoona,Mobile transactions - electronic float advance,Malawi,Likoma Island,1,425
210,Zoona,Franchise Package,Malawi,Lilongwe,28,35650
210,Zoona,Mobile transactions - electronic float advance,Malawi,Lilongwe,13,6225
210,Zoona,Mobile transactions - capital growth loan.,Malawi,Lilongwe,2,1675
210,Zoona,Mobile Transactions,Malawi,Lilongwe,6,9325
210,Zoona,Mobile transactions - electronic float advance,Zambia,Livingstone,7,4650
210,Zoona,Franchise Package,Zambia,Livingstone,1,675
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Livingstone,1,625
210,Zoona,Mobile Transactions,Zambia,Livingstone,7,18100
210,Zoona,Mobile transactions - electronic float advance,Zambia,Luanshya,1,825
210,Zoona,Mobile Transactions,Zambia,Luanshya,2,4000
210,Zoona,Mobile transactions - electronic float advance,Zambia,Lundazi,2,1400
210,Zoona,Mobile Transactions,Zambia,Lundazi,1,2825
210,Zoona,Franchise Package,Zambia,Lundazi,1,1175
210,Zoona,Franchise Package,Zambia,Lusaka,19,24675
210,Zoona,Mobile transactions - electronic float advance,Zambia,Lusaka,40,24175
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Lusaka,15,25425
210,Zoona,Mobile Transactions,Zambia,Lusaka,36,77850
210,Zoona,Franchise Package,Malawi,MZUZU,7,8825
210,Zoona,Mobile transactions - electronic float advance,Malawi,MZUZU,4,2450
210,Zoona,Mobile transactions - capital growth loan.,Malawi,MZUZU,2,1675
210,Zoona,Mobile Transactions,Malawi,MZUZU,1,1725
210,Zoona,Mobile transactions - electronic float advance,Zambia,Maamba,1,575
210,Zoona,Mobile transactions - electronic float advance,Malawi,Machinga,2,1400
210,Zoona,Franchise Package,Malawi,Machinga,2,3350
210,Zoona,Mobile Transactions,Malawi,Machinga,1,1950
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mambwe,1,575
210,Zoona,Mobile Transactions,Malawi,Mangochi,2,1850
210,Zoona,Franchise Package,Malawi,Mangochi,10,11050
210,Zoona,Mobile transactions - electronic float advance,Malawi,Mangochi,1,425
210,Zoona,Franchise Package,Zambia,Mansa,1,650
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mansa,1,575
210,Zoona,Franchise Package,Mozambique,Maputo,30,49750
210,Zoona,Mobile transactions - electronic float advance,Mozambique,Maputo,8,2975
210,Zoona,Mobile Transactions,Mozambique,Maputo,1,1450
210,Zoona,Mobile transactions - capital growth loan.,Mozambique,Maputo,6,8550
210,Zoona,Mobile transactions - capital growth loan.,Mozambique,Matola,1,1650
210,Zoona,Mobile transactions - electronic float advance,Mozambique,Matola,1,425
210,Zoona,Franchise Package,Mozambique,Matola,1,875
210,Zoona,Mobile Transactions,Zambia,Mazabuka,1,4625
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mazabuka,1,550
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Mazabuka,1,1200
210,Zoona,Franchise Package,Zambia,Mazabuka,1,2025
210,Zoona,Mobile transactions - electronic float advance,Malawi,Mchinji,2,1800
210,Zoona,Franchise Package,Malawi,Mchinji,1,850
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mfuwe,1,575
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mkushi,1,850
210,Zoona,Franchise Package,Zambia,Mongu,2,2375
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Mongu,1,700
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mongu,1,2075
210,Zoona,Mobile transactions - electronic float advance,Zambia,Monze,1,550
210,Zoona,Mobile Transactions,Zambia,Mpulungu,1,2300
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Mpulungu,1,650
210,Zoona,Mobile transactions - electronic float advance,Zambia,Mufulira,1,1825
210,Zoona,Franchise Package,Zambia,Mufulira,1,2025
210,Zoona,Mobile Transactions,Zambia,Mufulira,2,4700
210,Zoona,Mobile transactions - electronic float advance,Malawi,Mulanje,2,1125
210,Zoona,Franchise Package,Malawi,Mulanje,1,850
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Mumbwa,1,675
210,Zoona,Mobile transactions - capital growth loan.,Malawi,Mzimba,1,425
210,Zoona,Franchise Package,Malawi,Mzimba,7,8875
210,Zoona,Mobile transactions - electronic float advance,Malawi,Mzimba,5,3100
210,Zoona,Franchise Package,Zambia,Nakonde,3,3550
210,Zoona,Mobile transactions - electronic float advance,Zambia,Nakonde,3,1850
210,Zoona,Mobile Transactions,Zambia,Nakonde,1,1950
210,Zoona,Franchise Package,Zambia,Ndola,2,3225
210,Zoona,Mobile transactions - capital growth loan.,Zambia,Ndola,2,2475
210,Zoona,Mobile transactions - electronic float advance,Zambia,Ndola,3,1700
210,Zoona,Mobile Transactions,Zambia,Ndola,3,6350
210,Zoona,Mobile Transactions,Malawi,Nkhata Bay,1,2025
210,Zoona,Franchise Package,Malawi,Nkhata Bay,4,4175
210,Zoona,Franchise Package,Malawi,Nkhotakhota,2,2525
210,Zoona,Mobile transactions - electronic float advance,Malawi,Nkhotakhota,3,1825
210,Zoona,Mobile Transactions,Malawi,Nsanje,1,925
210,Zoona,Mobile transactions - electronic float advance,Malawi,Nsanje,2,850
210,Zoona,Mobile transactions - electronic float advance,Malawi,Ntcheu,2,1750
210,Zoona,Franchise Package,Malawi,Ntcheu,6,5475
210,Zoona,Franchise Package,Malawi,Ntchisi,1,850
210,Zoona,Mobile transactions - electronic float advance,Zambia,Pemba,2,1150
210,Zoona,Mobile transactions - electronic float advance,Zambia,Petauke,1,825
210,Zoona,Franchise Package,Zambia,Petauke,1,2025
210,Zoona,Mobile Transactions,Zambia,Petauke,1,550
210,Zoona,Franchise Package,Malawi,Phalombe,2,3350
210,Zoona,Mobile transactions - electronic float advance,Malawi,Rumphi,2,1650
210,Zoona,Franchise Package,Malawi,Rumphi,4,5875
210,Zoona,Franchise Package,Malawi,Salima,4,5075
210,Zoona,Mobile transactions - electronic float advance,Malawi,Salima,4,2525
210,Zoona,Mobile transactions - capital growth loan.,Malawi,Salima,1,1275
210,Zoona,Mobile Transactions,Zambia,Senanga,1,2225
210,Zoona,Mobile transactions - electronic float advance,Zambia,Sesheke,1,525
210,Zoona,Mobile Transactions,Zambia,Solwezi,6,16125
210,Zoona,Franchise Package,Zambia,Solwezi,3,4425
210,Zoona,Mobile transactions - electronic float advance,Zambia,Solwezi,6,4050
210,Zoona,Franchise Package,Malawi,Thyolo,3,2475
210,Zoona,Mobile transactions - electronic float advance,Malawi,Thyolo,5,3100
210,Zoona,Mobile transactions - electronic float advance,Zambia,Zambezi,1,575
210,Zoona,Mobile transactions - electronic float advance,Malawi,Zomba,1,700
210,Zoona,Mobile transactions - capital growth loan.,Malawi,Zomba,1,425
210,Zoona,Franchise Package,Malawi,Zomba,6,6225
210,Zoona,Mobile Transactions,Malawi,Zomba,1,925
210,Zoona,Mobile transactions - capital growth loan.,Zambia,chilanga,1,1825
210,Zoona,Mobile Transactions,Zambia,chilanga,1,2375
210,Zoona,Franchise Package,Zambia,zimba,1,550
211,Maharishi Education for Invincibility Trust,Higher Education,South Africa,Johannesburg,34,42650
215,Arvand,General,Tajikistan,Adrasmon,2,950
215,Arvand,General,Tajikistan,Asht,1,400
215,Arvand,Higher Education,Tajikistan,Asht,1,300
215,Arvand,General,Tajikistan,Bobojon Gafurov,182,113000
215,Arvand,Green,Tajikistan,Bobojon Gafurov,8,3425
215,Arvand,Higher Education,Tajikistan,Bobojon Gafurov,11,8500
215,Arvand,General (Women),Tajikistan,Bobojon Gafurov,10,8650
215,Arvand,Green,Tajikistan,Chkalovsk,1,400
215,Arvand,General,Tajikistan,Chkalovsk,2,1825
215,Arvand,Higher Education,Tajikistan,Chkalovsk,3,1775
215,Arvand,Green,Tajikistan,Dushanbe,1,1200
215,Arvand,Higher Education,Tajikistan,Dushanbe,2,1150
215,Arvand,General,Tajikistan,Dushanbe,32,28950
215,Arvand,General,Tajikistan,Firdavsi,4,4600
215,Arvand,General,Tajikistan,Gissar,23,12775
215,Arvand,General,Tajikistan,Gonchi,30,19675
215,Arvand,Green,Tajikistan,Gonchi,1,475
215,Arvand,General (Women),Tajikistan,Gonchi,3,1075
215,Arvand,Higher Education,Tajikistan,Gonchi,2,875
215,Arvand,General,Tajikistan,Hisor,1,1800
215,Arvand,General,Tajikistan,Isfara,22,12000
215,Arvand,General (Women),Tajikistan,Isfara,9,10125
215,Arvand,General,Tajikistan,Isfisor,3,1200
215,Arvand,Higher Education,Tajikistan,Istaravshan,10,4825
215,Arvand,General,Tajikistan,Istaravshan,132,111925
215,Arvand,General (Women),Tajikistan,Istaravshan,5,3075
215,Arvand,Green,Tajikistan,Istaravshan,2,1300
215,Arvand,General,Tajikistan,J. Rasulov,223,144925
215,Arvand,General (Women),Tajikistan,J. Rasulov,19,11150
215,Arvand,General,Tajikistan,Jamoat Ismoil,75,31275
215,Arvand,Higher Education,Tajikistan,Jamoat Ismoil,2,650
215,Arvand,Green,Tajikistan,Jamoat Ismoil,2,675
215,Arvand,General (Women),Tajikistan,Kairaqum,1,1550
215,Arvand,Green,Tajikistan,Kairaqum,1,300
215,Arvand,Higher Education,Tajikistan,Kairaqum,4,1525
215,Arvand,General,Tajikistan,Kairaqum,46,22950
215,Arvand,General (Women),Tajikistan,Kanibadam,23,32525
215,Arvand,General,Tajikistan,Kanibadam,105,77750
215,Arvand,Higher Education,Tajikistan,Kanibadam,2,775
215,Arvand,General (Women),Tajikistan,Khistevarz,1,575
215,Arvand,Green,Tajikistan,Khistevarz,1,275
215,Arvand,Higher Education,Tajikistan,Khistevarz,4,1750
215,Arvand,General,Tajikistan,Khistevarz,67,47200
215,Arvand,Green,Tajikistan,Khujand,5,4325
215,Arvand,General,Tajikistan,Khujand,96,72475
215,Arvand,Higher Education,Tajikistan,Khujand,13,8400
215,Arvand,General (Women),Tajikistan,Khujand,1,925
